date,max,min
2016.06.18szombat ,30,15
2016.06.19vas?rnap ,30,16
2016.06.20h?tfo ,27,15
2016.06.21kedd ,30,17
2016.06.22szerda ,33,20
2016.06.23cs?t?rt?k ,35,22
2016.06.24p?ntek ,35,22
2016.06.25szombat ,35,21
2016.06.26vas?rnap ,34,21
2016.06.27h?tfo ,29,15
2016.06.28kedd ,27,16
2016.06.29szerda ,32,19
2016.06.30cs?t?rt?k ,32,18
2016.07.01p?ntek ,33,20
2016.07.02szombat ,34,18
2016.07.03vas?rnap ,28,15
2016.07.04h?tfo ,27,15
2016.07.05kedd ,30,18
2016.07.06szerda ,26,13
2016.07.07cs?t?rt?k ,24,12
2016.07.08p?ntek ,30,17
2016.07.09szombat ,29,15
2016.07.10vas?rnap ,32,18
2016.07.11h?tfo ,35,19
2016.07.12kedd ,35,20
2016.07.13szerda ,33,16
2016.07.14cs?t?rt?k ,23,14
2016.07.15p?ntek ,26,14
2016.07.16szombat ,18,14
2016.07.17vas?rnap ,19,15
2016.07.18h?tfo ,27,15
2016.07.19kedd ,27,16
2016.07.20szerda ,29,17
2016.07.21cs?t?rt?k ,30,18
2016.07.22p?ntek ,33,19
2016.07.23szombat ,33,21
2016.07.24vas?rnap ,33,21
2016.07.25h?tfo ,34,22
2016.07.26kedd ,34,22
2016.07.27szerda ,34,21
2016.07.28cs?t?rt?k ,31,19
2016.07.29p?ntek ,32,20
2016.07.30szombat ,33,19
2016.07.31vas?rnap ,34,20
2016.08.01h?tfo ,29,16
2016.08.02kedd ,29,17
2016.08.03szerda ,29,18
2016.08.04cs?t?rt?k ,34,20
2016.08.05p?ntek ,36,16
2016.08.06szombat ,30,16
2016.08.07vas?rnap ,29,16
2016.08.08h?tfo ,32,18
2016.08.09kedd ,34,16
2016.08.10szerda ,27,10
2016.08.11cs?t?rt?k ,23,12
2016.08.12p?ntek ,25,12
2016.08.13szombat ,27,16
2016.08.14vas?rnap ,31,18
2016.08.15h?tfo ,31,16
2016.08.16kedd ,29,17
2016.08.17szerda ,28,14
2016.08.18cs?t?rt?k ,29,16
2016.08.19p?ntek ,32,18
2016.08.20szombat ,33,20
2016.08.21vas?rnap ,31,17
2016.08.22h?tfo ,19,14
2016.08.23kedd ,29,16
2016.08.24szerda ,30,17
2016.08.25cs?t?rt?k ,28,17
2016.08.26p?ntek ,32,18
2016.08.27szombat ,34,20
2016.08.28vas?rnap ,35,20
2016.08.29h?tfo ,35,20
2016.08.30kedd ,31,17
2016.08.31szerda ,29,15
2016.09.01cs?t?rt?k ,32,17
2016.09.02p?ntek ,30,16
2016.09.03szombat ,31,17
2016.09.04vas?rnap ,32,18
2016.09.05h?tfo ,22,13
2016.09.06kedd ,25,16
2016.09.07szerda ,30,19
2016.09.08cs?t?rt?k ,31,19
2016.09.09p?ntek ,32,20
2016.09.10szombat ,33,19
2016.09.11vas?rnap ,33,20
2016.09.12h?tfo ,32,20
2016.09.13kedd ,32,18
2016.09.14szerda ,31,17
2016.09.15cs?t?rt?k ,31,17
2016.09.16p?ntek ,31,19
2016.09.17szombat ,27,14
2016.09.18vas?rnap ,26,16
2016.09.19h?tfo ,26,13
2016.09.20kedd ,23,14
2016.09.21szerda ,20,10
2016.09.22cs?t?rt?k ,20,9
2016.09.23p?ntek ,21,11
2016.09.24szombat ,24,13
2016.09.25vas?rnap ,23,11
2016.09.26h?tfo ,23,12
2016.09.27kedd ,24,14
2016.09.28szerda ,25,14
2016.09.29cs?t?rt?k ,26,14
2016.09.30p?ntek ,26,13
2016.10.01szombat ,25,14
2016.10.02vas?rnap ,25,13
2016.10.03h?tfo ,20,11
2016.10.04kedd ,15,6
2016.10.05szerda ,12,7
2016.10.06cs?t?rt?k ,11,4
2016.10.07p?ntek ,14,5
2016.10.08szombat ,14,5
2016.10.09vas?rnap ,15,6
2016.10.10h?tfo ,16,8
2016.10.11kedd ,15,5
2016.10.12szerda ,14,11
2016.10.13cs?t?rt?k ,17,9
2016.10.14p?ntek ,17,10
2016.10.15szombat ,17,10
2016.10.16vas?rnap ,19,9
2016.10.17h?tfo ,14,8
2016.10.18kedd ,12,6
2016.10.19szerda ,13,5
2016.10.20cs?t?rt?k ,12,9
2016.10.21p?ntek ,11,8
2016.10.22szombat ,14,6
2016.10.23vas?rnap ,14,4
2016.10.24h?tfo ,17,12
2016.10.25kedd ,19,11
2016.10.26szerda ,14,9
2016.10.27cs?t?rt?k ,12,7
2016.10.28p?ntek ,13,6
2016.10.29szombat ,15,6
2016.10.30vas?rnap ,12,4
2016.10.31h?tfo ,10,3
2016.11.01kedd ,13,5
2016.11.02szerda ,15,5
2016.11.03cs?t?rt?k ,10,1
2016.11.04p?ntek ,10,2
2016.11.05szombat ,9,1
2016.11.06vas?rnap ,15,7
2016.11.07h?tfo ,10,4
2016.11.08kedd ,8,4
2016.11.09szerda ,8,1
2016.11.10cs?t?rt?k ,6,-1
2016.11.11p?ntek ,9,3
2016.11.12szombat ,6,0
2016.11.13vas?rnap ,5,0
2016.11.14h?tfo ,6,1
2016.11.15kedd ,6,-1
2016.11.16szerda ,4,1
2016.11.17cs?t?rt?k ,7,2
2016.11.18p?ntek ,12,3
2016.11.19szombat ,11,8
2016.11.20vas?rnap ,13,6
2016.11.21h?tfo ,12,5
2016.11.22kedd ,11,5
2016.11.23szerda ,10,5
2016.11.24cs?t?rt?k ,9,4
2016.11.25p?ntek ,10,4
2016.11.26szombat ,11,4
2016.11.27vas?rnap ,10,-1
2016.11.28h?tfo ,4,-1
2016.11.29kedd ,3,-2
2016.11.30szerda ,4,-5
2016.12.01cs?t?rt?k ,6,-2
2016.12.02p?ntek ,7,-1
2016.12.03szombat ,5,-2
2016.12.04vas?rnap ,4,-2
2016.12.05h?tfo ,4,-2
2016.12.06kedd ,4,-2
2016.12.07szerda ,5,-3
2016.12.08cs?t?rt?k ,4,0
2016.12.09p?ntek ,7,1
2016.12.10szombat ,8,3
2016.12.11vas?rnap ,9,3
2016.12.12h?tfo ,8,-1
2016.12.13kedd ,3,-3
2016.12.14szerda ,3,-7
2016.12.15cs?t?rt?k ,3,-6
2016.12.16p?ntek ,5,-4
2016.12.17szombat ,2,-2
2016.12.18vas?rnap ,0,-8
2016.12.19h?tfo ,1,-9
2016.12.20kedd ,3,-3
2016.12.21szerda ,1,-12
2016.12.22cs?t?rt?k ,3,-12
2016.12.23p?ntek ,2,-4
2016.12.24szombat ,0,-12
2016.12.25vas?rnap ,5,-1
2016.12.26h?tfo ,10,3
2016.12.27kedd ,6,-1
2016.12.28szerda ,4,-2
2016.12.29cs?t?rt?k ,3,-3
2016.12.30p?ntek ,3,-4
2016.12.31szombat ,4,-5
2017.01.01vas?rnap ,4,-5
2017.01.02h?tfo ,3,-2
2017.01.03kedd ,2,-3
2017.01.04szerda ,2,-2
2017.01.05cs?t?rt?k ,0,-8
2017.01.06p?ntek ,-7,-13
2017.01.07szombat ,-8,-13
2017.01.08vas?rnap ,-7,-17
2017.01.09h?tfo ,-4,-11
2017.01.10kedd ,-6,-11
2017.01.11szerda ,-4,-9
2017.01.12cs?t?rt?k ,3,-8
2017.01.13p?ntek ,2,-3
2017.01.14szombat ,1,-3
2017.01.15vas?rnap ,0,-7
2017.01.16h?tfo ,-3,-7
2017.01.17kedd ,-1,-8
2017.01.18szerda ,-2,-10
2017.01.19cs?t?rt?k ,-2,-12
2017.01.20p?ntek ,-1,-10
2017.01.21szombat ,0,-9
2017.01.22vas?rnap ,-1,-9
2017.01.23h?tfo ,-1,-8
2017.01.24kedd ,0,-7
2017.01.25szerda ,0,-6
2017.01.26cs?t?rt?k ,0,-9
2017.01.27p?ntek ,-1,-10
2017.01.28szombat ,-2,-10
2017.01.29vas?rnap ,2,-8
2017.01.30h?tfo ,0,-8
2017.01.31kedd ,-2,-12
2017.02.01szerda ,2,-1
2017.02.02cs?t?rt?k ,3,2
2017.02.03p?ntek ,7,3
2017.02.04szombat ,8,3
2017.02.05vas?rnap ,7,2
2017.02.06h?tfo ,6,2
2017.02.07kedd ,4,-1
2017.02.08szerda ,3,0
2017.02.09cs?t?rt?k ,4,-1
2017.02.10p?ntek ,3,-1
2017.02.11szombat ,4,-1
2017.02.12vas?rnap ,5,-1
2017.02.13h?tfo ,6,-1
2017.02.14kedd ,7,1
2017.02.15szerda ,10,3
2017.02.16cs?t?rt?k ,8,0
2017.02.17p?ntek ,7,0
2017.02.18szombat ,7,1
2017.02.19vas?rnap ,7,0
2017.02.20h?tfo ,8,2
2017.02.21kedd ,8,3
2017.02.22szerda ,11,2
2017.02.23cs?t?rt?k ,14,4
2017.02.24p?ntek ,9,2
2017.02.25szombat ,7,1
2017.02.26vas?rnap ,8,2
2017.02.27h?tfo ,12,7
2017.02.28kedd ,15,6
2017.03.01szerda ,11,4
2017.03.02cs?t?rt?k ,12,6
2017.03.03p?ntek ,12,3
2017.03.04szombat ,15,4
2017.03.05vas?rnap ,13,5
2017.03.06h?tfo ,11,4
2017.03.07kedd ,9,6
2017.03.08szerda ,12,5
2017.03.09cs?t?rt?k ,12,3
2017.03.10p?ntek ,9,3
2017.03.11szombat ,10,4
2017.03.12vas?rnap ,9,2
2017.03.13h?tfo ,12,3
2017.03.14kedd ,11,2
2017.03.15szerda ,13,4
2017.03.16cs?t?rt?k ,13,3
2017.03.17p?ntek ,13,7
2017.03.18szombat ,11,7
2017.03.19vas?rnap ,11,7
2017.03.20h?tfo ,16,9
2017.03.21kedd ,20,10
2017.03.22szerda ,21,11
2017.03.23cs?t?rt?k ,21,10
2017.03.24p?ntek ,21,7
2017.03.25szombat ,15,5
2017.03.26vas?rnap ,12,3
2017.03.27h?tfo ,15,6
2017.03.28kedd ,18,8
2017.03.29szerda ,19,9
2017.03.30cs?t?rt?k ,19,8
2017.03.31p?ntek ,19,10
2017.04.01szombat ,20,9
2017.04.02vas?rnap ,24,11
2017.04.03h?tfo ,24,11
2017.04.04kedd ,22,10
2017.04.05szerda ,17,10
2017.04.06cs?t?rt?k ,11,4
2017.04.07p?ntek ,11,2
2017.04.08szombat ,17,8
2017.04.09vas?rnap ,18,8
2017.04.10h?tfo ,19,10
2017.04.11kedd ,15,5
2017.04.12szerda ,16,9
2017.04.13cs?t?rt?k ,17,6
2017.04.14p?ntek ,15,6
2017.04.15szombat ,17,9
2017.04.16vas?rnap ,14,5
2017.04.17h?tfo ,15,5
2017.04.18kedd ,12,3
2017.04.19szerda ,7,3
2017.04.20cs?t?rt?k ,8,0
2017.04.21p?ntek ,11,4
2017.04.22szombat ,13,4
2017.04.23vas?rnap ,12,2
2017.04.24h?tfo ,14,6
2017.04.25kedd ,20,9
2017.04.26szerda ,20,12
2017.04.27cs?t?rt?k ,22,13
2017.04.28p?ntek ,18,6
2017.04.29szombat ,15,7
2017.04.30vas?rnap ,17,7
2017.05.01h?tfo ,20,11
2017.05.02kedd ,22,11
2017.05.03szerda ,22,12
2017.05.04cs?t?rt?k ,23,10
2017.05.05p?ntek ,22,10
2017.05.06szombat ,23,12
2017.05.07vas?rnap ,21,9
2017.05.08h?tfo ,19,8
2017.05.09kedd ,14,6
2017.05.10szerda ,15,6
2017.05.11cs?t?rt?k ,21,12
2017.05.12p?ntek ,23,13
2017.05.13szombat ,23,13
2017.05.14vas?rnap ,25,11
2017.05.15h?tfo ,25,14
2017.05.16kedd ,25,12
2017.05.17szerda ,25,13
2017.05.18cs?t?rt?k ,26,14
2017.05.19p?ntek ,26,13
2017.05.20szombat ,24,13
2017.05.21vas?rnap ,24,12
2017.05.22h?tfo ,26,16
2017.05.23kedd ,26,14
2017.05.24szerda ,21,9
2017.05.25cs?t?rt?k ,20,10
2017.05.26p?ntek ,23,12
2017.05.27szombat ,26,13
2017.05.28vas?rnap ,26,14
2017.05.29h?tfo ,27,14
2017.05.30kedd ,29,17
2017.05.31szerda ,30,17
2017.06.01cs?t?rt?k ,27,13
2017.06.02p?ntek ,29,14
2017.06.03szombat ,30,16
2017.06.04vas?rnap ,30,16
2017.06.05h?tfo ,28,17
2017.06.06kedd ,31,18
2017.06.07szerda ,23,16
2017.06.08cs?t?rt?k ,25,14
2017.06.09p?ntek ,27,12
2017.06.10szombat ,27,14
2017.06.11vas?rnap ,28,12
2017.06.12h?tfo ,30,13
2017.06.13kedd ,28,18
2017.06.14szerda ,26,15
2017.06.15cs?t?rt?k ,27,14
2017.06.16p?ntek ,24,13
2017.06.17szombat ,21,14
2017.06.18vas?rnap ,27,14
2017.06.19h?tfo ,29,16
2017.06.20kedd ,32,15
2017.06.21szerda ,33,17
2017.06.22cs?t?rt?k ,34,18
2017.06.23p?ntek ,32,20
2017.06.24szombat ,32,18
2017.06.25vas?rnap ,30,20
2017.06.26h?tfo ,30,18
2017.06.27kedd ,31,16
2017.06.28szerda ,33,19
2017.06.29cs?t?rt?k ,28,17
2017.06.30p?ntek ,29,18
2017.07.01szombat ,26,15
2017.07.02vas?rnap ,25,15
2017.07.03h?tfo ,25,16
2017.07.04kedd ,27,12
2017.07.05szerda ,30,17
2017.07.06cs?t?rt?k ,30,17
2017.07.07p?ntek ,28,17
2017.07.08szombat ,32,16
2017.07.09vas?rnap ,30,18
2017.07.10h?tfo ,36,20
2017.07.11kedd ,31.48,22.16
2017.07.12szerda ,32.14,19.55
2017.07.13cs?t?rt?k ,24.78,17.3
2017.07.14p?ntek ,24.71,14.39
2017.07.15szombat ,24.83,15.19
2017.07.16vas?rnap ,25.43,14.36
2017.07.17h?tfo ,29.02,16.6
2017.07.18kedd ,31.16,19.56
2017.07.19szerda ,33.04,17.75
2017.07.20cs?t?rt?k ,34.84,18.64
2017.07.21p?ntek ,33.28,22.94
2017.07.22szombat ,34.21,21.52
2017.07.23vas?rnap ,33.89,21.58
2017.07.24h?tfo ,30.87,21.92
2017.07.25kedd ,22.1,15.1
2017.07.26szerda ,20.7,13.2
2017.07.27cs?t?rt?k ,20.7,12.8
2017.07.28p?ntek ,23.1,15.9
2017.07.29szombat ,26.4,16
2017.07.30vas?rnap ,27.9,16.4
2017.07.31h?tfo ,30,18.3
2017.08.01kedd ,31.7,20.8
2017.08.02szerda ,34.7,23.4
2017.08.03cs?t?rt?k ,34.6,20.5
2017.08.04p?ntek ,36.8,22.6
2017.08.05szombat ,33.8,24.9
2017.08.06vas?rnap ,32.7,23.1
2017.08.07h?tfo ,23.7,16.6
2017.08.08kedd ,29.2,13.7
2017.08.09szerda ,29.3,18.2
2017.08.10cs?t?rt?k ,36.1,22.9
2017.08.11p?ntek ,34.3,22.4
2017.08.12szombat ,23.5,19.9
2017.08.13vas?rnap ,26.4,17.1
2017.08.14h?tfo ,25.2,12.7
2017.08.15kedd ,27.4,14.9
2017.08.16szerda ,28,14.6
2017.08.17cs?t?rt?k ,30.8,16.3
2017.08.18p?ntek ,32.9,18
2017.08.19szombat ,32.7,20.5
2017.08.20vas?rnap ,20.9,14.7
2017.08.21h?tfo ,23.4,13.1
2017.08.22kedd ,22.5,10.7
2017.08.23szerda ,23.7,10.8
2017.08.24cs?t?rt?k ,26.3,9.1
2017.08.25p?ntek ,29.5,14.1
2017.08.26szombat ,30.2,16.4
2017.08.27vas?rnap ,32.2,18.3
2017.08.28h?tfo ,25.3,17
2017.08.29kedd ,25.7,14.7
2017.08.30szerda ,28,12.1
2017.08.31cs?t?rt?k ,28.5,12.8
2017.09.01p?ntek ,31,15.8
2017.09.02szombat ,22.2,16
2017.09.03vas?rnap ,20.2,15.1
2017.09.04h?tfo ,18.9,12.1
2017.09.05kedd ,21.6,9.6
2017.09.06szerda ,22.2,10.4
2017.09.07cs?t?rt?k ,19.5,12.6
2017.09.08p?ntek ,21.4,8.7
2017.09.09szombat ,24.5,11.3
2017.09.10vas?rnap ,26,13.8
2017.09.11h?tfo ,26.1,18.6
2017.09.12kedd ,20.1,14.3
2017.09.13szerda ,22,12.6
2017.09.14cs?t?rt?k ,22.7,12.6
2017.09.15p?ntek ,17.3,12.2
2017.09.16szombat ,19.1,13
2017.09.17vas?rnap ,16.6,9.4
2017.09.18h?tfo ,17.3,10.3
2017.09.19kedd ,14.8,11.3
2017.09.20szerda ,16.3,12.5
2017.09.21cs?t?rt?k ,13.8,12.2
2017.09.22p?ntek ,17,10.5
2017.09.23szombat ,13,10.4
2017.09.24vas?rnap ,16.7,9.2
2017.09.25h?tfo ,16.9,10.9
2017.09.26kedd ,20.9,7.8
2017.09.27szerda ,16.7,12.1
2017.09.28cs?t?rt?k ,16.6,8
2017.09.29p?ntek ,16.8,5.5
2017.09.30szombat ,16.9,4.3
2017.10.01vas?rnap ,16.2,4.7
2017.10.02h?tfo ,17,3.1
2017.10.03kedd ,15.6,4.9
2017.10.04szerda ,16.1,10.1
2017.10.05cs?t?rt?k ,19.6,10.5
2017.10.06p?ntek ,14.9,10.5
2017.10.07szombat ,14.8,8.3
2017.10.08vas?rnap ,14.8,6.8
2017.10.09h?tfo ,13.6,9.1
2017.10.10kedd ,16,8.2
2017.10.11szerda ,17.8,10.6
2017.10.12cs?t?rt?k ,20.3,8.2
2017.10.13p?ntek ,17.6,11
2017.10.14szombat ,18.4,9
2017.10.15vas?rnap ,20.5,9
2017.10.16h?tfo ,21,9.7
2017.10.17kedd ,21.4,9.6
2017.10.18szerda ,20.5,10.8
2017.10.19cs?t?rt?k ,18.8,8
2017.10.20p?ntek ,19.4,7.7
2017.10.21szombat ,16.9,7.7
2017.10.22vas?rnap ,16.4,8.6
2017.10.23h?tfo ,10.6,9.3
2017.10.24kedd ,13.1,5
2017.10.25szerda ,12.2,2.8
2017.10.26cs?t?rt?k ,15.3,6.1
2017.10.27p?ntek ,14.6,8.8
2017.10.28szombat ,10,6.1
2017.10.29vas?rnap ,10.2,5.4
2017.10.30h?tfo ,8,4.2
2017.10.31kedd ,8.4,2.9
2017.11.01szerda ,10,0.5
2017.11.02cs?t?rt?k ,11.6,3.2
2017.11.03p?ntek ,11.4,3.9
2017.11.04szombat ,11.4,1.3
2017.11.05vas?rnap ,11.7,4.9
2017.11.06h?tfo ,12.7,5.8
2017.11.07kedd ,11.2,2.9
2017.11.08szerda ,10.4,6.2
2017.11.09cs?t?rt?k ,9.8,7
2017.11.10p?ntek ,8.6,3.1
2017.11.11szombat ,10.5,4.6
2017.11.12vas?rnap ,9.7,4.3
2017.11.13h?tfo ,9.1,5.1
2017.11.14kedd ,7.2,2.7
2017.11.15szerda ,5.8,-3.1
2017.11.16cs?t?rt?k ,6.4,0.7
2017.11.17p?ntek ,6.2,-0.1
2017.11.18szombat ,5.3,0
2017.11.19vas?rnap ,6.1,-0.1
2017.11.20h?tfo ,5.9,2.2
2017.11.21kedd ,7.8,1.5
2017.11.22szerda ,9.1,3
2017.11.23cs?t?rt?k ,8.4,-0.2
2017.11.24p?ntek ,7.8,2.4
2017.11.25szombat ,8.8,5.1
2017.11.26vas?rnap ,6.3,2.3
2017.11.27h?tfo ,5,-0.3
2017.11.28kedd ,4.4,-3
2017.11.29szerda ,2.1,-2
2017.11.30cs?t?rt?k ,3.7,0.8
2017.12.01p?ntek ,3.1,-3.9
2017.12.02szombat ,-0.1,-5.9
2017.12.03vas?rnap ,-1.3,-5.6
2017.12.04h?tfo ,1.5,-3.7
2017.12.05kedd ,2.8,-0.5
2017.12.06szerda ,3.3,-0.1
2017.12.07cs?t?rt?k ,4.7,-2.7
2017.12.08p?ntek ,7.6,-2.9
2017.12.09szombat ,2.5,0.1
2017.12.10vas?rnap ,2.5,-2.8
2017.12.11h?tfo ,10.4,2.3
2017.12.12kedd ,13.7,10
2017.12.13szerda ,5,0.9
2017.12.14cs?t?rt?k ,5.5,-1.8
2017.12.15p?ntek ,8.7,3
2017.12.16szombat ,5.5,0.9
2017.12.17vas?rnap ,3,-2.3
2017.12.18h?tfo ,0.6,-5.1
2017.12.19kedd ,-1,-5.6
2017.12.20szerda ,-2.4,-7.2
2017.12.21cs?t?rt?k ,-1.8,-8.8
2017.12.22p?ntek ,3.4,-1.8
2017.12.23szombat ,2.9,-1.1
2017.12.24vas?rnap ,7.7,2.9
2017.12.25h?tfo ,6.2,-2.6
2017.12.26kedd ,8.2,-0.5
2017.12.27szerda ,8,1.8
2017.12.28cs?t?rt?k ,7.3,2.2
2017.12.29p?ntek ,2.4,-1.8
2017.12.30szombat ,2,-4.3
2017.12.31vas?rnap ,4.4,-0.3
2018.01.01h?tfo ,7,1.6
2018.01.02kedd ,4.8,1.2
2018.01.03szerda ,4.1,-1
2018.01.04cs?t?rt?k ,7.7,2.8
2018.01.05p?ntek ,8.6,2.9
2018.01.06szombat ,12.5,6.4
2018.01.07vas?rnap ,9.6,4
2018.01.08h?tfo ,8.3,5.7
2018.01.09kedd ,7.4,4.7
2018.01.10szerda ,5.4,3.7
2018.01.11cs?t?rt?k ,6.2,2.8
2018.01.12p?ntek ,4.6,2.6
2018.01.13szombat ,2.4,-0.7
2018.01.14vas?rnap ,-0.6,-3.4
2018.01.15h?tfo ,-2.4,-5.2
2018.01.16kedd ,1.3,-3.7
2018.01.17szerda ,3,-4.7
2018.01.18cs?t?rt?k ,3.5,-1
2018.01.19p?ntek ,4.6,-0.3
2018.01.20szombat ,3.1,-4.1
2018.01.21vas?rnap ,2.2,-2.2
2018.01.22h?tfo ,1.3,-3.4
2018.01.23kedd ,-0.7,-7.9
2018.01.24szerda ,-2.3,-12.5
2018.01.25cs?t?rt?k ,1.4,-5.9
2018.01.26p?ntek ,0.2,-5.1
2018.01.27szombat ,2,-4.3
2018.01.28vas?rnap ,3.9,-2.8
2018.01.29h?tfo ,8.5,0.9
2018.01.30kedd ,6.6,-0.9
2018.01.31szerda ,4.7,-2.2
2018.02.01cs?t?rt?k ,8.3,3.8
2018.02.02p?ntek ,8.7,4
2018.02.03szombat ,2.4,0.2
2018.02.04vas?rnap ,2.4,-1.9
2018.02.05h?tfo ,1.9,-4.4
2018.02.06kedd ,0.2,-2
2018.02.07szerda ,2.3,-3.3
2018.02.08cs?t?rt?k ,2.8,0.1
2018.02.09p?ntek ,1.4,-2.8
2018.02.10szombat ,1.1,-2.2
2018.02.11vas?rnap ,1.8,-4.7
2018.02.12h?tfo ,3.3,-3.5
2018.02.13kedd ,2.6,-2
2018.02.14szerda ,1.7,-1
2018.02.15cs?t?rt?k ,2.1,-4.6
2018.02.16p?ntek ,2.4,-7
2018.02.17szombat ,2,-2.6
2018.02.18vas?rnap ,3.3,-4.3
2018.02.19h?tfo ,1,-9.3
2018.02.20kedd ,0.9,-1.6
2018.02.21szerda ,1.7,-0.9
2018.02.22cs?t?rt?k ,0.4,-3
2018.02.23p?ntek ,2,-3.5
2018.02.24szombat ,-0.1,-9.3
2018.02.25vas?rnap ,-6.6,-11.9
2018.02.26h?tfo ,-6.1,-11.3
2018.02.27kedd ,-7.2,-9.7
2018.02.28szerda ,-6.5,-13.1
2018.03.01cs?t?rt?k ,-7.4,-12.9
2018.03.02p?ntek ,-6.3,-9.9
2018.03.03szombat ,-4.4,-13.5
2018.03.04vas?rnap ,-3.6,-16.6
2018.03.05h?tfo ,-2.4,-17.4
2018.03.06kedd ,1.8,-2
2018.03.07szerda ,6,-2.6
2018.03.08cs?t?rt?k ,6.4,-2.8
2018.03.09p?ntek ,9.3,-2
2018.03.10szombat ,9.7,1.3
2018.03.11vas?rnap ,12.3,4.9
2018.03.12h?tfo ,13.4,9.4
2018.03.13kedd ,12.6,6.1
2018.03.14szerda ,10.9,5.3
2018.03.15cs?t?rt?k ,10.2,4.4
2018.03.16p?ntek ,9.9,6.2
2018.03.17szombat ,5.8,0.6
2018.03.18vas?rnap ,-0.4,-4.7
2018.03.19h?tfo ,0.6,-6.5
2018.03.20kedd ,0,-4.1
2018.03.21szerda ,2.8,-3.5
2018.03.22cs?t?rt?k ,2.8,-7.8
2018.03.23p?ntek ,6.1,-6.1
2018.03.24szombat ,6.3,-3.5
2018.03.25vas?rnap ,7.8,-3.6
2018.03.26h?tfo ,8.6,-2.1
2018.03.27kedd ,9.3,1.9
2018.03.28szerda ,10.6,-0.7
2018.03.29cs?t?rt?k ,11.1,3.2
2018.03.30p?ntek ,11.9,4.2
2018.03.31szombat ,14.2,7.4
2018.04.01vas?rnap ,10.5,6.3
2018.04.02h?tfo ,11.2,5.2
2018.04.03kedd ,15.3,6.4
2018.04.04szerda ,17.2,9.1
2018.04.05cs?t?rt?k ,17.7,10.7
2018.04.06p?ntek ,14.7,9
2018.04.07szombat ,16.1,7.2
2018.04.08vas?rnap ,18.8,8.2
2018.04.09h?tfo ,21,11.6
2018.04.10kedd ,17.4,10.7
2018.04.11szerda ,17.1,8.9
2018.04.12cs?t?rt?k ,22.1,11
2018.04.13p?ntek ,18.5,13.4
2018.04.14szombat ,21.2,10.5
2018.04.15vas?rnap ,22.9,13.3
2018.04.16h?tfo ,19,15.1
2018.04.17kedd ,19.9,12.9
2018.04.18szerda ,20.1,14.5
2018.04.19cs?t?rt?k ,20.9,10.6
2018.04.20p?ntek ,19.8,10.6
2018.04.21szombat ,19.9,8.9
2018.04.22vas?rnap ,22.8,10
2018.04.23h?tfo ,25.3,13.2
2018.04.24kedd ,22.6,14.5
2018.04.25szerda ,24.7,12.8
2018.04.26cs?t?rt?k ,22.5,13.9
2018.04.27p?ntek ,18.4,10.9
2018.04.28szombat ,24.7,10.8
2018.04.29vas?rnap ,23.3,16.2
2018.04.30h?tfo ,23.8,16
2018.05.01kedd ,23.5,14
2018.05.02szerda ,24.6,15
2018.05.03cs?t?rt?k ,24.9,15
2018.05.04p?ntek ,26.6,15
2018.05.05szombat ,27.6,18.6
2018.05.06vas?rnap ,23.5,17.3
2018.05.07h?tfo ,22.6,15.2
2018.05.08kedd ,20.7,13
2018.05.09szerda ,23.6,13.4
2018.05.10cs?t?rt?k ,24.5,16.4
2018.05.11p?ntek ,24.9,14.2
2018.05.12szombat ,23.2,16.4
2018.05.13vas?rnap ,22.5,13.4
2018.05.14h?tfo ,20,13.7
2018.05.15kedd ,18.2,11.4
2018.05.16szerda ,17.7,9.4
2018.05.17cs?t?rt?k ,18.2,12.8
2018.05.18p?ntek ,22.4,14.1
2018.05.19szombat ,22.7,12.7
2018.05.20vas?rnap ,21.9,11.3
2018.05.21h?tfo ,22.4,14
2018.05.22kedd ,21.2,13.6
2018.05.23szerda ,23,15.7
2018.05.24cs?t?rt?k ,25.9,16.4
2018.05.25p?ntek ,23.1,18.1
2018.05.26szombat ,26.2,16.2
2018.05.27vas?rnap ,25,17.2
2018.05.28h?tfo ,26.6,17.3
2018.05.29kedd ,23.8,18.2
2018.05.30szerda ,25.4,16.2
2018.05.31cs?t?rt?k ,27.3,17
2018.06.01p?ntek ,28.4,18.1
2018.06.02szombat ,26.9,18.5
2018.06.03vas?rnap ,27.2,20
2018.06.04h?tfo ,26.4,17.3
2018.06.05kedd ,26.4,17.9
2018.06.06szerda ,21.7,17.3
2018.06.07cs?t?rt?k ,23.4,16.2
2018.06.08p?ntek ,24.6,17.6
2018.06.09szombat ,23.6,17.7
2018.06.10vas?rnap ,27.8,19.1
2018.06.11h?tfo ,28.5,21.5
2018.06.12kedd ,27.7,19.2
2018.06.13szerda ,24.9,18
2018.06.14cs?t?rt?k ,20.6,17
2018.06.15p?ntek ,19.8,17.4
2018.06.16szombat ,24.1,18.2
2018.06.17vas?rnap ,25.1,18.8
2018.06.18h?tfo ,25.4,18.2
2018.06.19kedd ,26.7,19.3
2018.06.20szerda ,27.5,20.4
2018.06.21cs?t?rt?k ,27.9,20.1
2018.06.22p?ntek ,19,13.7
2018.06.23szombat ,19.1,11
2018.06.24vas?rnap ,18.5,10.4
2018.06.25h?tfo ,20.8,10.4
2018.06.26kedd ,21.9,11.6
2018.06.27szerda ,22.3,13.3
2018.06.28cs?t?rt?k ,21.9,15.8
2018.06.29p?ntek ,25.5,18.2
2018.06.30szombat ,20.8,14.1
